case_id,t_state,p_name,p_year,p_tnum,p_cap,xlong,ylat
3052652,SD,Campbell County,2015.0,55,95.0,-100.305977,45.804512
3052683,NE,Prairie Breeze III,2016.0,20,35.8,-97.94695300000001,42.004456
3052694,NE,Grande Prairie,2016.0,200,400.0,-98.47024499999999,42.544518
3052918,ME,Oakfield Wind,2015.0,48,147.6,-68.090073,46.062431
3052925,NE,Creston Ridge,2015.0,4,6.8,-97.389709,41.677611999999996
3052941,OH,Whirlpool Corp. Findlay Wind Farm,2015.0,2,3.0,-83.644386,41.101212
3052984,IA,O'Brien,2016.0,91,219.765,-95.715645,43.195225
3052990,IA,Ida Grove,2016.0,14,25.06,-95.42641400000001,42.426685
3053014,KS,Cimarron Bend II,2017.0,100,200.0,-100.07599599999999,37.37793
3053063,KS,Cimarron Bend I,2016.0,100,200.0,-99.942497,37.378349
3053160,ND,Courtenay,2016.0,100,200.0,-98.597473,47.193653000000005
3053311,ND,Lindahl,2017.0,75,150.0,-103.010605,48.514998999999996
3053393,PA,Ringer Hill,2016.0,14,39.9,-79.198975,39.724388
3053424,IA,Mason Wind LLC Perry,2017.0,3,6.0,-94.080627,41.81881
3053439,IL,Method Manufacturing Plant,2015.0,1,0.6,-87.601456,41.698063
3053451,KS,Kingman Wind Energy Center,2016.0,110,188.65,-98.39399,37.573902000000004
3053480,KS,Ninnescah,2016.0,111,190.365,-98.531891,37.627972
3053525,NY,Jericho Rise,2016.0,37,77.7,-74.12485500000001,44.904666999999996
3053583,ND,Brady Wind I,2016.0,80,137.2,-102.75688199999999,46.653385
3053606,MO,Osborn,2016.0,88,184.8,-94.47040600000001,39.887485999999996
3053677,IL,Kelly Creek,2016.0,92,184.0,-88.174728,41.015202
3053723,TX,Broadview Energy JN LLC,2017.0,36,82.8,-103.024734,34.783004999999996
3053798,NM,Broadview Energy KW LLC,2017.0,62,142.6,-103.149315,34.77626
3053866,TX,Cotton Plains Wind,2017.0,21,50.4,-101.24408000000001,33.950866999999995
3053886,TX,Old Settler Wind,2017.0,63,151.2,-101.183174,33.995281
3053954,TX,Salt Fork,2016.0,87,174.0,-100.924118,35.155449
3053963,TX,Route 66,2015.0,75,150.0,-101.511871,35.214484999999996
3053964,TX,Wake,2016.0,150,257.25,-101.09787800000001,33.878002
3053987,MT,Greenfield Wind Farm,2016.0,13,29.9,-111.928802,47.717407
3054047,TX,Bethel,2017.0,120,276.0,-102.482887,34.645046
3054069,TX,South Plains II,2016.0,91,300.3,-101.42315699999999,34.25219
3054123,OK,Rush Springs Wind Energy Center,2016.0,120,249.0,-97.916267,34.758907
3054237,OK,Chisholm View II,2016.0,27,64.8,-97.645302,36.599407
3054299,TX,Javelina,2015.0,11,19.69,-99.004997,27.394468
3054485,TX,San Roman,2016.0,31,93.0,-97.393951,26.092829000000002
3054506,UT,Tooele Army Depot II,2016.0,1,1.79,-112.369781,40.501865
3054532,CO,Carousel,2015.0,88,149.6,-102.057373,39.367523
3054547,TX,Logan's Gap Wind,2015.0,87,200.1,-98.757011,31.895374
3054641,AZ,Red Horse 2,2015.0,15,30.0,-110.08613600000001,32.306835
3054672,TX,Shannon,2015.0,119,204.09,-98.387375,33.537125
3054944,TX,Horse Creek Wind,2016.0,100,230.0,-99.532021,33.425616999999995
3055060,TX,Electra Wind,2016.0,100,230.0,-99.123222,34.149723
3055277,OR,Benson Creek,2017.0,5,10.0,-117.27943400000001,44.423640999999996
3055279,OR,Jett Creek,2017.0,5,10.0,-117.27428400000001,44.425358
3055284,OR,Prospector,2017.0,5,10.0,-117.259293,44.415141999999996
3055288,OR,Durbin Creek,2017.0,5,10.0,-117.330193,44.351841
3055310,OK,Drift Sand,2016.0,54,108.0,-97.963364,34.846581
3055456,OK,Grant Plains,2016.0,64,147.2,-97.667946,36.950394
3055555,TX,Tyler Bluff,2016.0,52,125.58,-97.41229200000001,33.723984
3055604,OK,Bluestem,2016.0,60,198.0,-100.608391,36.505203
3055670,TX,Sendero,2015.0,39,78.0,-98.958923,27.135103000000004
3055849,OK,Frontier I,2016.0,56,184.8,-97.249397,36.835659
3056057,ND,Brady Wind II,2016.0,65,136.5,-102.7882,46.611507
3056091,MI,Pinnebog,2016.0,30,51.0,-83.11640899999999,43.840965000000004
3056119,MN,South Fork,2016.0,6,13.8,-95.399506,43.599777
3056122,NE,Central Community College-Hastings,2016.0,1,1.7,-98.334496,40.569241
3056332,KS,Western Plains,2017.0,122,280.6,-99.640793,37.909420000000004
3056439,NY,Seneca Nation,2017.0,1,1.5,-79.102692,42.580894
3056813,ND,Oliver III,2017.0,43,90.3,-101.14411199999999,46.952438
3057158,OK,Great Western,2016.0,63,126.0,-99.643661,36.146133
3057256,OR,Chopin,2016.0,6,9.9,-118.47426599999999,45.894127000000005
3057329,WY,Pioneer Wind Park,2016.0,46,85.1,-105.856232,42.714344
3057483,OK,Minco IV,2018.0,29,66.7,-98.25664599999999,35.395239000000004
3057735,TX,Javelina II,2016.0,91,182.0,-98.918991,27.521703999999996
3058886,NY,Fenner Wind Power Project - Repower,2012.0,1,1.5,-75.767876,42.975516999999996
3060825,TX,Chapman Ranch,2017.0,81,249.075,-97.517326,27.581093
3060851,IA,August Wind Energy LLC,2017.0,1,1.79,-94.47563199999999,40.764946
3060852,KS,Bloom,2017.0,54,178.2,-99.926682,37.494019
3060871,MI,Big Turtle II,2016.0,14,29.4,-82.81003299999999,43.93367
3060936,ME,Pisgah Mountain,2016.0,5,9.0,-68.524231,44.780083000000005
3061027,RI,WED Coventry 5,2017.0,1,1.5,-71.699883,41.659915999999996
3061063,IA,Roseman Energy LLC,2017.0,1,1.79,-94.753922,41.373135
3061249,IA,Neppel Wind Power Project,2004.0,1,1.5,-94.579018,43.401993
3061265,IA,Birch Power LLC,2017.0,1,1.79,-94.474396,40.767693
3061467,TX,Callahan Divide,2005.0,76,114.0,-99.98509200000001,32.343994
3061497,TX,Rocksprings,2017.0,53,121.9,-100.720589,29.794533
3061526,TX,Amazon Wind Farm Texas,2017.0,110,253.0,-101.028061,32.911335
3061589,CA,Teichert Aggregates,2010.0,1,1.5,-121.35656000000002,37.616653
3061601,CO,NREL - NWTC,2011.0,6,7.1,-105.22703600000001,39.905066999999995
3061701,IL,GobNob,2009.0,1,0.9,-89.62859300000001,39.438492
3061794,KS,BTI Wind,2010.0,2,0.068,-99.269791,37.606895
3061796,NM,El Cabo,2017.0,142,298.2,-105.703667,34.668777
3061820,CA,Brookfield Tehachapi 3,2004.0,9,13.5,-118.32202099999999,35.057533
3062259,SD,Rosebud Sioux,2003.0,1,0.75,-100.578491,43.002693
3062472,IL,Turbine EVE,2012.0,1,2.5,-89.245003,41.637596
3062554,UT,Tooele Army Depot I,2009.0,1,1.5,-112.37728899999999,40.500694
3062611,MN,Federated Rural Electric,2008.0,1,2.1,-94.591995,43.676792
3062809,IA,Eldora-New Providence Schools,2002.0,1,0.75,-93.115601,42.354755
3062843,TX,Red Canyon Wind Energy,2006.0,56,84.0,-101.245094,32.964596
3062945,MN,Norgaard,2006.0,7,8.75,-96.33139,44.315391999999996
3063030,KS,FHSU Wind,2013.0,1,4.0,-99.405693,38.873894
3063189,IA,Victory(Carroll),2006.0,52,83.2,-95.09639,42.155293
3063198,NC,Appalachian State,2009.0,1,0.1,-81.692207,36.213485999999996
3063233,OK,Redbed Plains,2017.0,31,65.1,-97.90786700000001,35.311619
3063251,MO,Rock Creek,2017.0,150,300.0,-95.218796,40.42453
3063377,NM,Sterling Phase I,2017.0,13,29.9,-103.251701,33.377609
3063607,GU,Guam Power Authority Wind Turbine,2016.0,1,0.275,144.722656,13.389381
3063701,PR,Santa Isabel,2012.0,44,101.2,-66.422234,17.992241
3064579,IL,Radford's Run,2017.0,139,305.8,-88.970543,40.050090999999995
3064787,MN,Westridge,2003.0,18,17.1,-96.09335300000001,44.050907
3064944,NE,Creston Ridge Expansion,2017.0,3,6.9,-97.396461,41.676373
3065457,TX,Willow Springs Wind Farm,2017.0,100,250.0,-99.640465,33.389216999999995
3065462,TX,Santa Rita,2018.0,120,300.0,-101.31869499999999,31.149933
3065472,TX,Fluvanna I,2017.0,74,155.4,-101.05117,32.875221
3065490,TX,Buckthorn,2017.0,26,89.7,-98.41699200000001,32.376484000000005
3065514,WA,Hopkins Ridge I,2005.0,83,149.4,-117.785072,46.42329
3065520,WA,Windy Point Iia,2009.0,26,59.8,-120.885971,45.698986
3065535,WI,Quilt Block,2017.0,49,98.0,-90.199997,42.693687
3065539,TX,Horse Hollow III,2006.0,149,223.5,-100.275261,32.302761
3065542,TX,Horse Hollow Wind Energy Center,2005.0,140,210.0,-99.996437,32.209396000000005
3065609,IA,Prairie,2017.0,82,164.0,-92.60784100000001,41.41835
3065745,TX,Horse Hollow II,2006.0,80,184.0,-100.00071,32.176871999999996
3065841,VT,Deerfield Wind,2017.0,7,14.0,-72.967049,42.846889000000004
3066596,IN,Bluff Point,2017.0,57,119.7,-85.016289,40.317436
3066747,TX,Horse Hollow Expansion,2005.0,140,210.0,-100.02362099999999,32.243373999999996
3067260,CA,Scheid Vineyards,2017.0,1,1.85,-121.191589,36.274509
3067331,MN,Hometown WindPower North St. Paul,2010.0,1,0.16,-92.99838299999999,45.011433000000004
3067427,NE,Pine Ridge Job Corp,2010.0,1,0.1,-102.983292,42.679728999999995
3067881,KS,Cloud County Community College,2010.0,2,0.2,-97.663795,39.548813
3067915,AR,Bitworks,2003.0,1,0.1,-94.334,35.976391
3068142,MN,Great River Energy Headquarters,2008.0,1,0.225,-93.435242,45.09507
3068143,MN,Hometown WindPower Chaska,2010.0,1,0.16,-93.579567,44.821636
3068144,MN,Hometown WindPower Shakopee,2010.0,1,0.16,-93.499779,44.799507
3068382,MN,Hometown WindPower Anoka,2010.0,1,0.16,-93.38369,45.22728
3068841,MN,Lincoln County,2003.0,1,0.9,-96.450485,44.524673
3068842,MN,Farmer's,2004.0,6,5.7,-95.38428499999999,43.651352
3068859,MN,Lakota Wind,2005.0,2,1.9,-94.44929499999999,43.571712
3069119,MN,Chanarambie,2003.0,57,85.5,-96.027901,43.995319
3069120,MN,Viking,2003.0,8,12.0,-96.008286,43.970428000000005
3069149,OK,OK Wind Energy Center(mooreland),2003.0,68,102.0,-99.320305,36.602123
3069428,IL,Illinois Rural Electric Cooperative,2005.0,1,1.65,-90.846191,39.618793
3069567,IA,Wind GEM,2015.0,1,1.85,-94.339256,41.469986
3069642,RI,Hodges Badge,2012.0,1,0.25,-71.254944,41.566421999999996
3069804,IL,Erie Community School District 1,2008.0,1,1.2,-90.079185,41.647644
3069816,MN,St. Olaf College,2006.0,1,1.65,-93.192368,44.462383
3069817,MN,Hometown WindPower Faribault,2010.0,1,0.16,-93.291763,44.335976
3069854,MN,Mountain Lake Wind,2007.0,1,1.25,-94.943382,43.940548
3070224,IA,Top of Iowa II,2008.0,40,80.0,-93.309448,43.366508
3070274,KS,Spearville I,2006.0,67,100.5,-99.707291,37.875694
3070435,SD,Carthage Wind Turbine,2002.0,1,0.10800000000000001,-97.740433,44.169022
3070438,IL,Sherrard High School,2009.0,1,0.66,-90.52822900000001,41.344524
3070809,IA,Cannon 1,2009.0,1,0.95,-92.368904,42.73275
3070814,IA,Wall Lake Municipal Utilities,2003.0,1,0.66,-95.094162,42.281982
3070865,IL,Pigeon Creek,2009.0,1,0.9,-91.192268,39.833282000000004
3071135,OK,High Plains Tech Center,2010.0,1,0.1,-99.42819200000001,36.406456
3071168,WY,Seven Mile Hill I,2008.0,65,97.5,-106.416,41.962364
3071197,TX,Mountain Peak Special Utility District,2010.0,1,0.1,-97.024254,32.421448
3071198,MD,Crisfield Waste Water Treatment Plant,2017.0,1,0.75,-75.85838299999999,37.982826
3071199,MD,Talbot County DPW,2010.0,3,0.3,-76.033745,38.818405
3071203,MN,Hometown WindPower Buffalo,2010.0,1,0.16,-93.835236,45.185966
3071213,MN,Wing River Wind,2007.0,1,2.5,-95.116104,46.343666
3071218,IL,Other World Computing,2009.0,1,0.5,-88.417328,42.28112
3071228,MN,Hometown WindPower East Grand Forks,2010.0,1,0.16,-96.987137,47.937672
3071230,ME,GSA,2010.0,2,0.2,-70.396263,45.80381
3071234,IL,Porta High School,2009.0,1,0.6,-89.863617,40.016723999999996
3071236,MN,Hometown WindPower Arlington,2010.0,1,0.16,-94.06489599999999,44.612823
3071374,MN,DH Blattner Headquarters,2009.0,1,0.1,-94.44567099999999,45.59433
3071375,MN,Hometown WindPower Olivia,2010.0,1,0.16,-94.998665,44.77771
3071376,MN,Hometown WindPower Winthrop,2010.0,1,0.16,-94.35990100000001,44.537867999999996
3071377,MN,Hometown WindPower Brownton,2010.0,1,0.16,-94.342155,44.733486
3071382,OH,TJ Automation,2010.0,1,0.1,-84.30851,41.459095
3071410,OH,Boyce Dairy Farm,2010.0,1,0.1,-81.04547099999999,40.868603
3071432,OH,Upper Scioto Valley School,2009.0,2,0.2,-83.78804000000001,40.690369
3071442,OH,Three D Metals Corporation,2009.0,1,0.1,-81.883057,41.248146000000006
3072052,WY,BLM-JCI,2010.0,1,0.1,-107.241638,41.797478000000005
3072067,IA,New London,2011.0,1,1.5,-91.395172,40.954772999999996
3072076,IL,Geneseo Wind Farm,2009.0,2,3.0,-90.15276300000001,41.426113
3072368,HI,Lalamilo Wells Repowering,2017.0,5,3.3,-155.765228,19.986007999999998
3072509,OR,Doerfler Farms,2011.0,1,0.25,-122.80686999999999,44.867569
3072510,MT,Martinsdale Colony South,2007.0,8,2.0,-110.27179699999999,46.495686
3072513,MT,Martinsdale Wind Farm,2005.0,11,0.715,-110.27179699999999,46.498965999999996
3072556,NY,Half Hollow Nursery,2010.0,1,0.1,-72.570854,40.969059
3072604,OH,Hasslebach Meats,2010.0,1,0.1,-82.572746,41.389515
3072605,OH,Margaretta Elementary School,2010.0,1,0.1,-82.787132,41.396343
3072606,OH,Huron Schools,2010.0,1,0.1,-82.58557900000001,41.40416
3072607,OH,Bellevue High School,2010.0,1,0.1,-82.84603100000001,41.282416999999995
3072608,IL,MUTI,2010.0,1,0.1,-88.29142,40.1502
3072609,IL,Arends Brothers,2009.0,1,0.1,-88.02977,39.531310999999995
3072717,PR,Punta Lima,2012.0,13,23.4,-65.69686899999999,18.196068
3072724,PR,Ft Buchanan Energy Savings Performance Con,2013.0,3,0.825,-66.11595200000001,18.407097
3072773,IN,Randolph Eastern School Corporation,2010.0,1,1.0,-84.82208299999999,40.210266
3072781,OH,Byers Auto,2010.0,1,0.1,-83.082306,40.110752000000005
3072859,CA,McEvoy Ranch,2009.0,1,0.225,-122.679672,38.15757
3073488,CT,Phoenix Press,2010.0,1,0.1,-72.90193199999999,41.301204999999996
3073495,IA,Burco Farm & Feed,2010.0,1,0.1,-91.887505,42.563808
3073502,OR,Lime Wind,2011.0,6,3.0,-117.272232,44.397372999999995
3073704,MT,Two Dot wind farm,2005.0,7,0.455,-110.093216,46.444416
3073750,NY,New York State Thruway Authority,2015.0,4,1.1,-79.309692,42.460438
3074119,WI,Wausau High School,2009.0,1,0.1,-89.596634,44.979424
3074349,IL,Big Windy,2009.0,1,0.10800000000000001,-87.865189,41.955463
3074414,IL,Richland Community College,2009.0,1,0.1,-88.895363,39.88662
3074425,IN,North Newton School Corporation,2012.0,1,0.9,-87.42627,41.032585
3074606,MN,Hilltop Power,2009.0,1,2.0,-96.193085,43.9128
3074626,OH,NEXGEN,2010.0,1,0.1,-82.64321899999999,40.763767
3075129,CO,Twin Buttes II,2017.0,30,63.0,-102.57038100000001,37.770271
3075273,IA,Century,2005.0,100,150.0,-93.65812700000001,42.587016999999996
3075339,ME,Canton Mountain,2017.0,8,22.8,-70.300888,44.520934999999994
3075341,MA,Otis Wind Energy Project,2017.0,1,1.5,-73.025764,42.225765
3075344,MI,Apple Blossom,2017.0,29,100.05,-83.29293100000001,43.835297
3075352,MN,Eolos,2011.0,1,2.5,-93.048073,44.728297999999995
3075362,MN,Red Pine,2017.0,50,100.0,-96.13619200000001,44.435398
3075366,MT,Big Timber,2018.0,14,25.0,-109.64971200000001,45.85334
3075455,NY,Arkwright Summit,2018.0,32,70.4,-79.217438,42.390696999999996
3075491,NY,Copenhagen,2018.0,40,80.0,-75.59058399999999,43.870121000000005
3075510,OK,Thunder Ranch,2017.0,109,272.5,-97.096985,36.566204
3075669,TX,Bruenning's Breeze,2017.0,76,228.0,-97.63327,26.512567999999998
3075672,TX,Rattlesnake Wind,2018.0,64,160.0,-99.53585799999999,31.236908000000003
3075770,TX,Flat Top,2018.0,100,200.0,-98.560692,31.603025
3075934,CA,Tule,2018.0,57,131.1,-116.255173,32.729149
3075938,OK,Red Dirt,2017.0,95,299.25,-97.749252,36.034832
3075953,IA,Intrepid,2004.0,106,159.0,-95.35348499999999,42.58189
3075961,IA,Prairie II,2018.0,2,4.0,-92.701714,41.485237
3075966,OH,Hog Creek,2017.0,30,66.0,-83.710747,40.803894
3075974,TX,Sweetwater,2003.0,25,37.5,-100.32869699999999,32.367615
3075978,OK,Rock Falls,2017.0,51,133.875,-97.468712,36.923728999999994
3076010,IA,Beaver Creek,2017.0,85,170.0,-94.172119,42.105156
3076041,NE,Cottonwood Wind,2017.0,36,82.8,-98.370377,40.260502
3076077,CA,Golden Hills North,2017.0,20,46.0,-121.666306,37.782238
3076120,TX,Sweetwater Phase II,2005.0,52,84.24,-100.38419300000001,32.364651
3076250,TX,Capricorn Ridge expansion,2008.0,124,186.0,-100.93445600000001,31.907821999999996
3077042,MA,Ipswich,2011.0,1,1.6,-70.841103,42.716091
3077950,TX,Capricorn Ridge,2007.0,64,147.2,-100.87688399999999,31.907974
3078130,ID,Thousand Springs,2011.0,8,12.0,-114.96680500000001,42.873470000000005
3078322,IN,Meadow Lake V,2017.0,50,100.0,-87.043182,40.701405
3078483,TX,Bearkat I,2017.0,57,196.65,-101.626198,31.753767
3078562,MI,Cross Winds Energy Park II,2018.0,19,43.7,-83.410088,43.651534999999996
3079977,RI,WED Portsmouth 1,2016.0,1,1.5,-71.25131999999999,41.614353
3080119,IL,Bishop Hill III,2018.0,51,127.5,-90.298843,41.154964
3081135,OH,Whirlpool Corp. Ottawa Wind Farm,2017.0,1,1.5,-84.033714,41.002811
3081786,CO,Rush Creek I,2018.0,200,400.0,-103.93463100000001,39.128017
3081803,TX,Cactus Flats,2018.0,43,148.35,-100.06139399999999,31.091821999999997
3081871,OH,Whirlpool Corp. Marion Wind Farm,2017.0,3,4.5,-83.182312,40.591534
3081898,CA,California State Prison Los Angeles County,2017.0,1,1.85,-118.22159599999999,34.691982
3081994,IA,Green Energy Machine,2016.0,1,1.79,-94.75350999999999,41.37022
3082145,NE,Upstream,2018.0,81,202.5,-98.170692,42.232890999999995
3082154,OK,Persimmon Creek I,2018.0,73,182.5,-99.272339,36.157589
3082172,NE,City of Seward,2017.0,1,1.7,-97.187469,40.895187
3082283,TX,Exelon Wind 11,2009.0,8,10.0,-101.989929,35.808182
3083487,MN,Stoneray,2018.0,13,34.125,-96.099426,43.997768
3083499,NE,Rattlesnake Creek,2018.0,101,318.15,-96.80941,42.407092999999996
3083516,OH,Northwest Ohio,2018.0,42,105.0,-84.64202900000001,41.029877
3083551,TX,UL Advanced Wind Turbine Test Facility,2018.0,1,3.57,-101.78989399999999,34.969848999999996
3083565,NE,Kimball Wind Farm,2018.0,12,30.0,-103.7118,41.305714
3083608,KS,Diamond Vista,2018.0,95,299.25,-97.338112,38.593498
3083722,MN,Stoneray II,2019.0,21,55.125,-96.108879,44.068134
3083853,AK,St. Mary's Wind Turbine,2019.0,1,0.9,-163.250778,62.034767
3086021,CO,Rush Creek II,2018.0,100,200.0,-103.211197,39.121086
3086025,TX,Tahoka Wind,2018.0,120,300.0,-101.633575,33.14502
3086045,IA,Beaver Creek II,2018.0,85,170.0,-94.293022,42.162234999999995
3086050,TX,Blue Cloud I,2018.0,43,148.35,-102.608643,34.047371000000005
3086060,IA,North English,2018.0,100,200.0,-92.494247,41.572483
3086062,MT,Stillwater Big Sky,2018.0,5,11.5,-109.527351,45.829777
3086098,ND,New Frontier,2018.0,29,100.05,-100.88091999999999,47.867474
3086193,ND,Thunder Spirit II,2018.0,16,48.0,-102.54858399999999,46.064766
3086197,IL,Walnut Ridge,2018.0,106,212.0,-89.63343,41.494576
3086225,TX,Stella,2018.0,67,201.0,-97.712959,26.96586
3086242,NE,Perennial Wind,2018.0,3,6.9,-97.6427,40.631865999999995
3086293,NM,Casa Mesa,2018.0,19,47.5,-103.962997,34.617668
3086372,OH,Valfilm Wind,2018.0,2,3.0,-83.643967,41.082603000000006
3086608,IA,Upland Prairie,2019.0,105,262.5,-95.333389,43.107215999999994
3086610,SD,Brule County Wind,2018.0,9,20.7,-98.919088,43.720032
3086618,NM,New Mexico Wind Energy Center,2003.0,136,204.0,-104.086433,34.557774
3086627,SD,Aurora County Wind,2018.0,9,20.7,-98.765915,43.717918
3086657,MI,Pine River,2019.0,6,13.8,-84.63915300000001,43.469364
3086672,IN,Meadow Lake VI,2018.0,49,176.4,-87.114212,40.656985999999996
3087081,KS,Pratt Wind Energy Center,2018.0,98,225.4,-98.914406,37.521988
3087222,TX,Wildcat Ranch,2018.0,6,10.29,-102.928032,33.499939000000005
3087242,TX,Lorenzo Winds,2018.0,32,73.6,-101.489937,33.698906
3087253,CA,Voyager II,2018.0,48,172.8,-118.27204099999999,35.073523
3087346,IA,Arbor Hill,2018.0,125,250.0,-94.42349200000001,41.469212
3087357,IL,HillTopper,2018.0,74,185.0,-89.342102,39.962765000000005
3087378,IA,Turtle Creek,2018.0,40,144.0,-92.82814,43.45348
3087796,OK,Armadillo Flats,2018.0,57,102.03,-97.601158,36.265926
3087797,IA,Saratoga,2019.0,33,66.0,-92.322388,43.355869
3087838,CA,Salinas Valley State Prison,2018.0,1,1.7,-121.37075,36.474236
3087872,MN,Palmer's Creek,2018.0,16,40.0,-95.553055,44.874103999999996
3087875,TX,Blue Summit II,2018.0,37,92.5,-99.480423,34.247562
3087879,IA,Ivester,2018.0,35,90.825,-92.991577,42.334564
3088261,CA,Correctional Training Facility,2018.0,1,1.7,-121.381569,36.466167
3088326,CA,Nestle Waters II,2018.0,1,1.85,-116.753097,33.911694
3088552,AK,Bethel Wind Turbine,2018.0,1,0.9,-161.884452,60.781362
3088604,TX,Live Oak,2018.0,76,199.5,-100.683861,31.031121999999996
3088608,IL,Mendota Hills Repowering,2019.0,29,76.125,-89.05524399999999,41.700886
3088613,TX,Torrecillas,2018.0,120,300.0,-98.74073800000001,27.619425
3088651,IA,Orient I,2018.0,51,102.0,-94.58315999999999,41.162628000000005
3088667,IA,English Farms,2019.0,58,145.0,-92.414406,41.546638
3088689,IA,Heartland Divide,2018.0,38,95.0,-94.868713,41.751469
3089169,RI,WED Shun III,2018.0,1,3.0,-71.54933199999999,41.799068
3089365,MN,Woodstock Hills Repower,2018.0,4,9.2,-96.07521,43.991058
3089367,RI,WED Shun II,2018.0,1,3.0,-71.536224,41.800133
3089381,RI,WED Shun I,2018.0,1,3.0,-71.54066,41.79845
3089399,RI,WED Plainfield III,2018.0,1,3.0,-71.53062299999999,41.793527000000005
3089507,RI,WED Green Hill,2018.0,1,3.0,-71.529739,41.797844
3089522,MA,Nantucket High School,2010.0,1,0.1,-70.097771,41.272141999999995
3089668,RI,WED Plainfield,2018.0,1,3.0,-71.53582800000001,41.79607
3089696,RI,WED Plainfield II,2018.0,1,3.0,-71.539964,41.794581
3089883,MN,Trondhjem (Wind-Solar Hybrid),2018.0,1,2.0,-96.161751,46.506741
3090041,MN,St. Cloud VA Medical Center,2011.0,1,0.6,-94.208274,45.577093
3090335,OH,Whirlpool Corp. Greenville Wind Farm,2018.0,3,4.5,-84.608215,40.127793
3090827,IA,Charles City,2008.0,50,75.0,-92.766891,43.064293
3090877,ND,Langdon,2007.0,37,59.94,-98.299988,48.689892
3090955,ND,Langdon II,2008.0,27,43.74,-98.379288,48.605793
3091010,OK,Elk City II,2010.0,18,29.16,-99.772194,35.470394
